"","Lemur","Plante","L","Treatment","Control","Germination","Sex","Date","GerminationDate","Time"
"1653",NA,"Adina",10.92,"Gut Passed, Washed","0",1,"",2024-01-08,2024-02-06,29
"1654",NA,"Adina",15.98,"Gut Passed, Unwashed","0",0,"",2024-01-08,NA,NA
"1655",NA,"Adina",16.84,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-03-01,53
"1656",NA,"Adina",16.49,"Gut Passed, Unwashed","0",0,"",2024-01-08,NA,NA
"1657",NA,"Adina",14.4,"Gut Passed, Unwashed","0",0,"",2024-01-08,NA,NA
"1658",NA,"Adina",15.98,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-02-03,26
"1659",NA,"Adina",15.34,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-01-31,23
"1660",NA,"Adina",15.27,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-01-22,14
"1661",NA,"Adina",15.26,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-01-22,14
"1662",NA,"Adina",13.09,"Gut Passed, Unwashed","0",0,"",2024-01-08,NA,NA
"1663",NA,"Adina",15.86,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-01-31,23
"1664",NA,"Adina",13.84,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-01-25,17
"1665",NA,"Adina",14.77,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-01-25,17
"1666",NA,"Adina",12.86,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-01-25,17
"1667",NA,"Adina",15.26,"Gut Passed, Washed","0",1,"",2024-01-08,2024-02-06,29
"1668",NA,"Adina",15.57,"Gut Passed, Washed","0",1,"",2024-01-08,2024-02-18,41
"1669",NA,"Adina",13.49,"Gut Passed, Washed","0",1,"",2024-01-08,2024-02-03,26
"1670",NA,"Adina",15.48,"Gut Passed, Unwashed","0",0,"",2024-01-08,NA,NA
"1671",NA,"Adina",15.08,"Gut Passed, Unwashed","0",1,"",2024-01-08,2024-02-12,35
"1672",NA,"Adina",13.41,"Gut Passed, Unwashed","0",0,"",2024-01-08,NA,NA
"1673",NA,"Sterculia",9.24,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1674",NA,"Sterculia",9.35,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1675",NA,"Sterculia",9.51,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1676",NA,"Adina",15.86,"Gut Passed, Unwashed","0",1,"",2024-01-09,2024-01-19,10
"1677",NA,"Adina",17.63,"Gut Passed, Unwashed","0",0,"",2024-01-09,NA,NA
"1678",NA,"Pandanus",14.89,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1679",NA,"Pandanus",15.65,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1680",NA,"Pandanus",13.59,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1681",NA,"Pandanus",13.14,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1682",NA,"Pandanus",14.29,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1683",NA,"Pandanus",11.7,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1684",NA,"Adina",16.08,"Gut Passed, Washed","0",1,"",2024-01-09,2024-03-10,61
"1685",NA,"Adina",13.95,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1686",NA,"Adina",14.61,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1687",NA,"Adina",16.12,"Gut Passed, Washed","0",1,"",2024-01-09,2024-01-31,22
"1688",NA,"Adina",14.85,"Gut Passed, Washed","0",1,"",2024-01-09,2024-02-18,40
"1689",NA,"Adina",14.92,"Gut Passed, Washed","0",0,"",2024-01-09,NA,NA
"1690",NA,"Sterculia",10.06,"Gut Passed, Unwashed","0",0,"",2024-01-09,NA,NA
"1691","Eulemur rubriventer","Adina",14.68,"Gut Passed, Washed","0",0,"F",2024-01-10,NA,NA
"1692","Eulemur rubriventer","Adina",15.44,"Gut Passed, Washed","0",0,"F",2024-01-10,NA,NA
"1693",NA,"Adina",16.3,"Gut Passed, Washed","0",1,"",2024-01-10,2024-03-01,51
"1694",NA,"Adina",16.05,"Gut Passed, Washed","0",1,"",2024-01-10,2024-01-31,21
"1695",NA,"Adina",15.46,"Gut Passed, Washed","0",0,"",2024-01-10,NA,NA
"1696",NA,"Adina",13.91,"Gut Passed, Washed","0",0,"",2024-01-10,NA,NA
"1697",NA,"Adina",13.84,"Gut Passed, Washed","0",0,"",2024-01-10,NA,NA
"1698",NA,"Adina",15.4,"Gut Passed, Washed","0",1,"",2024-01-10,2024-02-06,27
"1699",NA,"Adina",12.72,"Gut Passed, Washed","0",1,"",2024-01-10,2024-01-28,18
"1700",NA,"Adina",16.88,"Gut Passed, Unwashed","0",0,"",2024-01-10,NA,NA
"1701",NA,"Adina",16.31,"Gut Passed, Unwashed","0",1,"",2024-01-10,2024-01-22,12
"1702",NA,"Adina",16.17,"Gut Passed, Unwashed","0",1,"",2024-01-11,2024-02-21,41
"1703","Eulemur albifrons","Sterculia",9.91,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1704","Eulemur albifrons","Sterculia",10.45,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1705","Eulemur albifrons","Sterculia",9.54,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1706","Eulemur albifrons","Sterculia",10.54,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1707","Eulemur albifrons","Sterculia",10.15,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1708","Eulemur albifrons","Sterculia",10.81,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1709","Eulemur albifrons","Sterculia",10.8,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1710","Eulemur albifrons","Sterculia",10.4,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1711","Eulemur albifrons","Sterculia",10.51,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1712","Eulemur albifrons","Sterculia",10.42,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1713","Eulemur albifrons","Sterculia",11.07,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1714","Eulemur albifrons","Sterculia",10.4,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1715","Eulemur albifrons","Sterculia",10.22,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1716","Eulemur albifrons","Sterculia",10.57,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1717","Eulemur albifrons","Sterculia",10.54,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1718","Eulemur albifrons","Sterculia",9.92,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1719",NA,"Adina",14.86,"Gut Passed, Washed","0",1,"",2024-01-11,2024-02-18,38
"1720",NA,"Adina",14.07,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-28,17
"1721",NA,"Adina",15.3,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1722",NA,"Adina",15.05,"Gut Passed, Unwashed","0",0,"",2024-01-11,NA,NA
"1723",NA,"Adina",18.08,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1724",NA,"Adina",16.87,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1725",NA,"Adina",16.55,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-19,8
"1726",NA,"Adina",17.5,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-31,20
"1727",NA,"Adina",16.35,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1728",NA,"Adina",15.05,"Gut Passed, Washed","0",0,"",2024-01-11,NA,NA
"1729",NA,"Adina",15.38,"Gut Passed, Washed","0",1,"",2024-01-11,2024-02-27,47
"1730",NA,"Adina",17.47,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1731",NA,"Adina",13.92,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1732",NA,"Adina",16.92,"Gut Passed, Unwashed","0",1,"",2024-01-11,2024-01-28,17
"1733",NA,"Adina",16.2,"Gut Passed, Unwashed","0",1,"",2024-01-11,2024-01-22,11
"1734",NA,"Adina",13.81,"Gut Passed, Unwashed","0",1,"",2024-01-11,2024-01-22,11
"1735",NA,"Adina",13.78,"Gut Passed, Unwashed","0",1,"",2024-01-11,2024-03-10,59
"1736",NA,"Adina",16.46,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-22,11
"1737",NA,"Adina",15.79,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1738",NA,"Adina",16.27,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-28,17
"1739",NA,"Adina",15.19,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-22,11
"1740",NA,"Adina",15.57,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1741",NA,"Adina",16.37,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-25,14
"1742",NA,"Adina",14.36,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-22,11
"1743",NA,"Adina",14.17,"Gut Passed, Washed","0",1,"",2024-01-11,2024-01-22,11
"1744",NA,"Adina",14.34,"Gut Passed, Washed","0",1,"",2024-01-11,2024-03-01,50
"1745",NA,"Adina",15.04,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-01-25,13
"1746",NA,"Grewia",5.24,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1747",NA,"Cryptocaria",12.75,"Gut Passed, Washed","0",0,"",2024-01-12,NA,NA
"1748",NA,"Cryptocaria",12.21,"Gut Passed, Washed","0",0,"",2024-01-12,NA,NA
"1749",NA,"Adina",14.86,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1750",NA,"Adina",14,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-02-18,37
"1751","Eulemur rubriventer","Pandanus",16.97,"Gut Passed, Unwashed","0",0,"F",2024-01-12,NA,NA
"1752","Eulemur rubriventer","Pandanus",16.72,"Gut Passed, Washed","0",0,"M",2024-01-12,NA,NA
"1753",NA,"Adina",16.77,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1754",NA,"Adina",15.23,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1755",NA,"Adina",13.58,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1756",NA,"Adina",14.78,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1757",NA,"Adina",15.57,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-02-21,40
"1758",NA,"Adina",15.01,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-02-15,34
"1759",NA,"Adina",16.03,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-01-28,16
"1760",NA,"Adina",13.35,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1761",NA,"Adina",14.6,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-02-06,25
"1762",NA,"Adina",15.04,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-01-22,10
"1763",NA,"Adina",12.76,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1764",NA,"Adina",13.77,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1765",NA,"Adina",13.37,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1766",NA,"Adina",17.15,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-01-31,19
"1767",NA,"Adina",15.62,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1768",NA,"Adina",15.56,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1769",NA,"Adina",14.81,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-02-03,22
"1770",NA,"Adina",15.5,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1771",NA,"Adina",13.97,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1772",NA,"Adina",14.17,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1773",NA,"Adina",16.73,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1774",NA,"Adina",13.42,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1775",NA,"Adina",15.33,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1776",NA,"Adina",14,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1777",NA,"Adina",14.16,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-02-27,46
"1778",NA,"Adina",14.77,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1779",NA,"Adina",14.71,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-03-10,58
"1780",NA,"Adina",12.99,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1781",NA,"Adina",15.02,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1782",NA,"Adina",13.58,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1783",NA,"Adina",15.12,"Gut Passed, Unwashed","0",1,"",2024-01-12,2024-02-18,37
"1784",NA,"Adina",14.79,"Gut Passed, Unwashed","0",0,"",2024-01-12,NA,NA
"1785","Control","Sterculia",8.72,"Control","1",1,"",2024-01-12,2024-03-01,49
"1786","Control","Sterculia",9.53,"Control","1",1,"",2024-01-12,2024-03-01,49
"1787","Control","Sterculia",8.74,"Control","1",0,"",2024-01-12,NA,NA
"1788","Control","Sterculia",9.56,"Control","1",0,"",2024-01-12,NA,NA
"1789","Control","Sterculia",9.24,"Control","1",0,"",2024-01-12,NA,NA
"1790","Control","Sterculia",9.04,"Control","1",0,"",2024-01-12,NA,NA
"1791","Control","Sterculia",9.3,"Control","1",0,"",2024-01-12,NA,NA
"1792","Control","Sterculia",9.95,"Control","1",0,"",2024-01-12,NA,NA
"1793","Control","Sterculia",9.25,"Control","1",0,"",2024-01-12,NA,NA
"1794","Control","Sterculia",8,"Control","1",1,"",2024-01-12,2024-03-13,61
"1795","Control","Sterculia",8.8,"Control","1",0,"",2024-01-12,NA,NA
"1796","Control","Sterculia",9.75,"Control","1",0,"",2024-01-12,NA,NA
"1797","Control","Sterculia",8.79,"Control","1",0,"",2024-01-12,NA,NA
"1798","Control","Sterculia",9.15,"Control","1",0,"",2024-01-12,NA,NA
"1799","Control","Sterculia",9.85,"Control","1",0,"",2024-01-12,NA,NA
"1800","Control","Sterculia",9.73,"Control","1",0,"",2024-01-12,NA,NA
"1801","Control","Sterculia",9.91,"Control","1",0,"",2024-01-12,NA,NA
"1802","Control","Sterculia",9.45,"Control","1",0,"",2024-01-12,NA,NA
"1803","Control","Sterculia",9.04,"Control","1",0,"",2024-01-12,NA,NA
"1804","Control","Sterculia",9.59,"Control","1",0,"",2024-01-12,NA,NA
"1805","Control","Sterculia",8.97,"Control","1",0,"",2024-01-12,NA,NA
"1806","Control","Sterculia",9.23,"Control","1",0,"",2024-01-12,NA,NA
"1807",NA,"Adina",14.41,"Gut Passed, Washed","0",0,"",2024-01-18,NA,NA
"1808","Eulemur rubriventer","Adina",15.28,"Gut Passed, Unwashed","0",0,"F",2024-01-18,NA,NA
"1809","Eulemur rubriventer","Adina",13.38,"Gut Passed, Unwashed","0",0,"F",2024-01-18,NA,NA
"1810","Eulemur rubriventer","Adina",12.29,"Gut Passed, Unwashed","0",0,"F",2024-01-18,NA,NA
"1811",NA,"Grewia",5.64,"Gut Passed, Washed","0",1,"",2024-01-18,2024-01-25,7
"1812",NA,"Grewia",5.8,"Gut Passed, Washed","0",1,"",2024-01-18,2024-01-25,7
"1813",NA,"Grewia",6.06,"Gut Passed, Washed","0",1,"",2024-01-18,2024-01-28,10
"1814",NA,"Grewia",5.46,"Gut Passed, Washed","0",1,"",2024-01-18,2024-02-06,19
"1815","Control","Grewia",6.09,"Control, Washed","1",0,"",2024-01-24,NA,NA
"1816","Control","Grewia",5.96,"Control, Washed","1",0,"",2024-01-24,NA,NA
"1817","Control","Grewia",5.21,"Control, Washed","1",1,"",2024-01-24,2024-02-03,10
"1818","Control","Grewia",5.56,"Control, Washed","1",0,"",2024-01-24,NA,NA
"1819","Control","Grewia",4.92,"Control, Washed","1",0,"",2024-01-24,NA,NA
"1820","Control","Grewia",4.19,"Control, Washed","1",0,"",2024-01-24,NA,NA
"1821","Control","Grewia",4.91,"Control, Washed","1",1,"",2024-01-24,2024-02-03,10
"1822","Control","Grewia",3.93,"Control, Washed","1",1,"",2024-01-24,2024-02-15,22
"1823","Control","Grewia",5.29,"Control","1",0,"",2024-01-24,NA,NA
"1824","Control","Grewia",5.42,"Control","1",0,"",2024-01-24,NA,NA
"1825","Control","Grewia",5.07,"Control","1",0,"",2024-01-24,NA,NA
"1826","Control","Grewia",5.97,"Control","1",1,"",2024-01-24,2024-02-03,10
"1827","Control","Grewia",4.79,"Control","1",0,"",2024-01-24,NA,NA
"1828","Control","Grewia",5.44,"Control","1",0,"",2024-01-24,NA,NA
"1829","Control","Grewia",5.53,"Control","1",0,"",2024-01-24,NA,NA
"1830","Control","Grewia",5.48,"Control","1",1,"",2024-01-24,2024-02-03,10
"1831",NA,"Syzygium",14.17,"Gut Passed, Unwashed","0",1,"",2024-01-24,2024-02-18,25
"1832",NA,"Adina",15.76,"Gut Passed, Washed","0",0,"",2024-01-25,NA,NA
"1833","Control","Adina",15.05,"Control","1",0,"",2024-01-25,NA,NA
"1834","Control","Adina",15.78,"Control","1",0,"",2024-01-25,NA,NA
"1835","Control","Adina",16.75,"Control","1",0,"",2024-01-25,NA,NA
"1836","Control","Adina",13.67,"Control","1",1,"",2024-01-25,2024-02-18,24
"1837","Control","Adina",15.59,"Control","1",0,"",2024-01-25,NA,NA
"1838","Control","Adina",15.96,"Control","1",0,"",2024-01-25,NA,NA
"1839","Control","Adina",15.72,"Control","1",0,"",2024-01-25,NA,NA
"1840","Control","Adina",15.26,"Control","1",0,"",2024-01-25,NA,NA
"1841","Control","Adina",14.8,"Control","1",0,"",2024-01-25,NA,NA
"1842","Control","Adina",15.53,"Control","1",0,"",2024-01-25,NA,NA
"1843","Control","Adina",14.8,"Control","1",0,"",2024-01-25,NA,NA
"1844","Control","Adina",14.18,"Control","1",0,"",2024-01-25,NA,NA
"1845","Control","Adina",17.01,"Control","1",1,"",2024-01-25,2024-02-18,24
"1846","Control","Adina",14.65,"Control","1",0,"",2024-01-25,NA,NA
"1847","Control","Adina",25.4,"Control, Washed","1",0,"",2024-01-25,NA,NA
"1848","Control","Adina",28.24,"Control, Washed","1",0,"",2024-01-25,NA,NA
"1849","Control","Adina",28.51,"Control, Washed","1",0,"",2024-01-25,NA,NA
"1850","Control","Adina",30.57,"Control, Washed","1",0,"",2024-01-25,NA,NA
"1851","Control","Adina",24.61,"Control, Washed","1",0,"",2024-01-25,NA,NA
"1852","Control","Adina",23.21,"Control, Washed","1",0,"",2024-01-25,NA,NA
"1853","Control","Adina",24.47,"Control, Washed","1",0,"",2024-01-25,NA,NA
"1854",NA,"Grewia",7.29,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1855",NA,"Grewia",7.13,"Gut Passed, Unwashed","0",1,"",2024-01-30,2024-02-12,13
"1856",NA,"Grewia",4.09,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1857",NA,"Grewia",4.37,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1858",NA,"Grewia",4.41,"Gut Passed, Unwashed","0",1,"",2024-01-30,2024-02-09,10
"1859",NA,"Grewia",5.43,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1860",NA,"Grewia",5.46,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1861",NA,"Grewia",6.31,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1862",NA,"Grewia",5.51,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1863",NA,"Grewia",6.19,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1864",NA,"Grewia",4.78,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1865",NA,"Grewia",5.16,"Gut Passed, Unwashed","0",1,"",2024-01-30,2024-02-12,13
"1866",NA,"Grewia",5.16,"Gut Passed, Unwashed","0",1,"",2024-01-30,2024-02-12,13
"1867",NA,"Grewia",4.67,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1868",NA,"Grewia",4.22,"Gut Passed, Unwashed","0",0,"",2024-01-30,NA,NA
"1869",NA,"Grewia",5.96,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1870",NA,"Grewia",5.77,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1871",NA,"Grewia",5.07,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1872",NA,"Grewia",5.71,"Gut Passed, Washed","0",1,"",2024-01-30,2024-02-09,10
"1873",NA,"Grewia",5.45,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1874",NA,"Grewia",5.01,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1875",NA,"Grewia",4.85,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1876",NA,"Grewia",6.17,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1877",NA,"Grewia",5.73,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1878",NA,"Grewia",5.82,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1879",NA,"Grewia",5.34,"Gut Passed, Washed","0",1,"",2024-01-30,2024-02-12,13
"1880",NA,"Grewia",5.86,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1881",NA,"Grewia",4.37,"Gut Passed, Washed","0",0,"",2024-01-30,NA,NA
"1882",NA,"Grewia",4.36,"Gut Passed, Washed","0",1,"",2024-01-30,2024-02-06,7
"1883",NA,"Grewia",6.68,"Gut Passed, Washed","0",1,"",2024-01-30,2024-02-09,10
"1884",NA,"Grewia",5.1,"Gut Passed, Washed","0",1,"",2024-01-30,2024-02-24,25
"1885","Eulemur rubriventer","Grewia",5.3,"Gut Passed, Unwashed","0",1,"M",2024-02-06,2024-02-12,6
"1886","Eulemur rubriventer","Grewia",5.62,"Gut Passed, Unwashed","0",1,"M",2024-02-06,2024-02-15,9
"1887","Eulemur rubriventer","Grewia",7.61,"Gut Passed, Unwashed","0",1,"M",2024-02-06,2024-02-15,9
"1888","Eulemur rubriventer","Grewia",5.87,"Gut Passed, Unwashed","0",0,"M",2024-02-06,NA,NA
"1889","Eulemur rubriventer","Grewia",6.22,"Gut Passed, Unwashed","0",1,"M",2024-02-06,2024-02-12,6
"1890","Eulemur rubriventer","Grewia",6.54,"Gut Passed, Unwashed","0",1,"M",2024-02-06,2024-02-12,6
"1891","Eulemur rubriventer","Grewia",5.13,"Gut Passed, Unwashed","0",0,"M",2024-02-06,NA,NA
"1892","Eulemur rubriventer","Grewia",6.37,"Gut Passed, Unwashed","0",1,"M",2024-02-06,2024-02-15,9
"1893","Control","Adina",20.76,"Control","1",0,"",2024-02-06,NA,NA
"1894","Control","Adina",12.27,"Control","1",0,"",2024-02-06,NA,NA
"1895","Control","Adina",21.66,"Control","1",1,"",2024-02-06,2024-02-09,3
"1896","Control","Adina",19.64,"Control","1",1,"",2024-02-06,2024-02-09,3
"1897","Control","Adina",21.57,"Control","1",1,"",2024-02-06,2024-02-24,18
"1898","Control","Adina",19.78,"Control","1",0,"",2024-02-06,NA,NA
"1899","Control","Adina",19.19,"Control","1",0,"",2024-02-06,NA,NA
"1900","Control","Adina",20.81,"Control","1",0,"",2024-02-06,NA,NA
"1901","Control","Adina",20.05,"Control","1",0,"",2024-02-06,NA,NA
"1902","Control","Adina",20.69,"Control","1",1,"",2024-02-06,2024-02-24,18
"1903","Control","Adina",20.97,"Control","1",0,"",2024-02-06,NA,NA
"1904","Control","Adina",20.11,"Control","1",0,"",2024-02-06,NA,NA
"1905","Control","Adina",18.85,"Control","1",0,"",2024-02-06,NA,NA
"1906","Control","Adina",17.64,"Control","1",0,"",2024-02-06,NA,NA
"1907","Control","Adina",15.16,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1908","Control","Adina",15.52,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1909","Control","Adina",14.77,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1910","Control","Adina",15.87,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1911","Control","Adina",15.04,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1912","Control","Adina",13.65,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1913","Control","Adina",14.89,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1914","Control","Adina",13.81,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1915","Control","Adina",16.44,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1916","Control","Adina",14.98,"Control, Washed","1",1,"",2024-02-06,2024-03-13,36
"1917","Control","Adina",17.07,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1918","Control","Adina",15.29,"Control, Washed","1",1,"",2024-02-06,2024-02-21,15
"1919","Control","Adina",16.75,"Control, Washed","1",1,"",2024-02-06,2024-02-12,6
"1920","Control","Adina",15.36,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1921","Control","Adina",15.33,"Control, Washed","1",1,"",2024-02-06,2024-02-15,9
"1922","Control","Adina",15.12,"Control, Washed","1",1,"",2024-02-06,2024-02-27,21
"1923","Control","Adina",13.98,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1924","Control","Adina",14.52,"Control, Washed","1",0,"",2024-02-06,NA,NA
"1925","Control","Adina",15.31,"Control","1",0,"",2024-02-06,NA,NA
"1926","Control","Adina",13.44,"Control","1",0,"",2024-02-06,NA,NA
"1927","Control","Adina",14.86,"Control","1",0,"",2024-02-06,NA,NA
"1928","Control","Adina",14.2,"Control","1",0,"",2024-02-06,NA,NA
"1929","Control","Adina",13.63,"Control","1",0,"",2024-02-06,NA,NA
"1930","Control","Adina",14.46,"Control","1",0,"",2024-02-06,NA,NA
"1931","Control","Adina",14.83,"Control","1",0,"",2024-02-06,NA,NA
"1932","Control","Adina",14.22,"Control","1",0,"",2024-02-06,NA,NA
"1933","Control","Adina",14.61,"Control","1",0,"",2024-02-06,NA,NA
"1934","Control","Adina",14.86,"Control","1",0,"",2024-02-06,NA,NA
"1935","Control","Adina",13.48,"Control","1",0,"",2024-02-06,NA,NA
"1936","Control","Adina",13.47,"Control","1",0,"",2024-02-06,NA,NA
"1937","Control","Adina",16.11,"Control","1",0,"",2024-02-06,NA,NA
"1938","Control","Adina",15.6,"Control","1",0,"",2024-02-06,NA,NA
"1939","Control","Adina",14.15,"Control","1",0,"",2024-02-06,NA,NA
"1940","Control","Adina",14.63,"Control","1",0,"",2024-02-06,NA,NA
"1941","Control","Adina",13.15,"Control","1",0,"",2024-02-06,NA,NA
"1942","Control","Adina",15.71,"Control","1",0,"",2024-02-06,NA,NA
"1943","Control","Adina",14.85,"Control","1",0,"",2024-02-06,NA,NA
"1944","Control","Adina",15.46,"Control","1",0,"",2024-02-06,NA,NA
"1945","Control","Adina",15.12,"Control","1",0,"",2024-02-06,NA,NA
"1946","Control","Adina",13.57,"Control","1",0,"",2024-02-06,NA,NA
"1947","Control","Adina",15.42,"Control","1",0,"",2024-02-06,NA,NA
"1948","Eulemur albifrons","Grewia",5.71,"Gut Passed, Washed","0",1,"",2024-02-08,2024-02-18,10
